Open,High,Low,Close,Adj Close,Volume
755.757019,782.5300293,742.0040283,772.6409912,772.6409912,2595760128
772.3460083,914.8300171,772.3460083,884.4439697,884.4439697,5783349760
886,974.4710083,868.4509888,962.7199707,962.7199707,5093159936
961.7130127,1045.079956,946.0859985,980.9219971,980.9219971,6502859776
975.75,1075.390015,956.3250122,997.7199707,997.7199707,6683149824
995.1539917,1060.709961,994.6220093,1041.680054,1041.680054,4662219776
1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064
1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112
1146,1320.97998,1145.48999,1299.73999,1299.73999,7965459968
1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400
1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904
1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160
1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192
1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208
1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032
1292.630005,1292.630005,875.5449829,1053.689941,1053.689941,8405139968
1061.339966,1090.22998,780.9219971,1014.25,1014.25,8545160192
1016.440002,1100.310059,967.7589722,1036.280029,1036.280029,5938319872
1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048
1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016
1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984
1055.349976,1089.099976,930.7410278,1003.26001,1003.26001,3810099968
1004.169983,1023.22998,920.539978,986.2290039,986.2290039,3556699904
987.4769897,1062.439941,965.8079834,1058.780029,1058.780029,3944039936
1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080
1052.699951,1080.599976,996.7839966,1055.170044,1055.170044,3617690112
1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016
1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984
1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936
1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968
1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064
1119.369995,1161.349976,984.8189697,1036.790039,1036.790039,5261680128
1035.77002,1035.77002,757.9799805,915.7849731,915.7849731,6713290240
919.2109985,991.9429932,847.6900024,964.0189819,964.0189819,3243480064
964.6669922,969.0319824,805.0640259,834.6820068,834.6820068,2997090048
834.9580078,856.6459961,644.598999,697.9509888,697.9509888,4269530112
707.7369995,796.4390259,574.4190063,793.1220093,793.1220093,6518269952
790.4279785,851.2000122,723.4329834,757.0679932,757.0679932,3896179968
755.8430176,845.0859985,755.8430176,817.8070068,817.8070068,3708189952
818.4799805,884.0040283,788.8339844,883.8649902,883.8649902,2495820032
882.46698,917.4000244,825.5770264,860.414978,860.414978,2930530048
859.2880249,859.2880249,788.2219849,814.6599731,814.6599731,2486650112
817.5079956,875.9370117,817.5079956,868.7069702,868.7069702,2243450112
869.2930298,870.7089844,828.8369751,845.2579956,845.2579956,2081170048
844.2789917,926.4290161,844.2789917,923.5609741,923.5609741,2818370048
923.7280273,951.947998,911.1110229,936.9760132,936.9760132,2900100096
934.7860107,950.0050049,917.8480225,944.210022,944.210022,2369449984
944.7479858,976.5949707,940.7540283,974.1149902,974.1149902,2525720064
973.348999,982.9329834,915.4450073,923.9210205,923.9210205,2567290112
921.6680298,957.7769775,921.5540161,943.8649902,943.8649902,2169019904
943.5670166,965.2650146,892.9539795,895.3709717,895.3709717,2545260032
894.1350098,912.375,830.5629883,849.9710083,849.9710083,2531729920
849.2620239,875.9260254,802.6680298,812.8449707,812.8449707,2150370048
811.585022,886.3179932,794.7910156,864.1890259,864.1890259,2334820096
861.5930176,879.5310059,818.5499878,840.5150146,840.5150146,1926579968
839.4589844,853.1459961,822.3809814,844.8099976,844.8099976,1646960000
845.2780151,880.3920288,842.3189697,869.3150024,869.3150024,2044480000
870.3649902,896.2589722,867.0969849,878.2650146,878.2650146,2053980032
877.934021,890.1079712,855.1240234,855.1989746,855.1989746,1963980032
856.0120239,880.302002,851.9199829,872.2000122,872.2000122,1868519936
871.7639771,876.3779907,852.4219971,856.8530273,856.8530273,1894419968
856.7109985,868.4539795,855.2069702,857.2249756,857.2249756,1699369984
856.1859741,867.9500122,840.2800293,866.6779785,866.6779785,1697939968
866.8460083,869.9199829,853.5200195,853.684021,853.684021,1898489984
853.8170166,853.8170166,809.9310303,816.9509888,816.9509888,1943069952
816.2709961,825.6069946,726.5469971,752.8309937,752.8309937,2175419904
752.5700073,773.7670288,696.1690063,704.5960083,704.5960083,1891640064
702.1970215,729.1560059,648.1069946,728.9160156,728.9160156,2233019904
730.1599731,748.0310059,682.6950073,686.8900146,686.8900146,1532960000
685.3120117,735.8309937,668.1229858,723.3389893,723.3389893,1562680064
724.4060059,742.5139771,683.2680054,699.8309937,699.8309937,1764999936
698.1530151,713.7349854,682.3499756,690.8270264,690.8270264,1425959936
691.2189941,702.7839966,594.0999756,614.2910156,614.2910156,1810560000
614.8389893,620.6160278,579.5050049,611.3040161,611.3040161,1770460032
611.7780151,623.1680298,587.8619995,601.6660156,601.6660156,1417350016
601.6779785,609.151001,549.0960083,552.7789917,552.7789917,1267810048
551.6400146,551.6400146,460.0880127,538.6439819,538.6439819,2685499904
546.6259766,558.0999756,519.1229858,556.7260132,556.7260132,2046790016
556.7219849,567.0900269,521.2039795,557.1749878,557.1749878,1833680000
559.0999756,589.6069946,550.5720215,561.7319946,561.7319946,1781270016
562.1030273,577.565979,523.0889893,539.7020264,539.7020264,1523459968
539.8640137,540.4869995,512.1270142,539.6190186,539.6190186,1596349952
542.5720215,545.382019,526.0800171,526.4390259,526.4390259,1300009984
522.7030029,535.8209839,515.6589966,524.2869873,524.2869873,1151170048
524.2869873,526.3790283,470.4400024,489.9509888,489.9509888,1638880000
489.5899963,491.4590149,449.9710083,450.1159973,450.1159973,1617939968
450.2909851,466.2109985,444.8609924,446.2789917,446.2789917,1514179968
448.0750122,450.8129883,385.8129883,385.9679871,385.9679871,1970230016
385.9049988,409.9289856,368.6329956,394.644989,394.644989,1878130048
395.0039978,418.4679871,392.9530029,396.4570007,396.4570007,1323920000
397.2539978,400.5280151,363.8049927,379.6069946,379.6069946,1256930048
379.6990051,395.17099,377.5929871,386.4249878,386.4249878,1102259968
387.3120117,418.9679871,383.5320129,416.8930054,416.8930054,1363399936
416.4849854,417.4719849,375.3099976,380.5429993,380.5429993,1287730048
379.946991,387.7160034,369.8160095,383.2319946,383.2319946,1210680064
382.7309875,385.1950073,366.9110107,370.2850037,370.2850037,967105984
370.3800049,393.0589905,369.9360046,385.3139954,385.3139954,951475008
385.7430115,402.5899963,385.6019897,400.5079956,400.5079956,948488000
400.8569946,429.2510071,390.6099854,398.526001,398.526001,1478390016
399.4110107,415.8880005,393.8789978,414.2430115,414.2430115,1196000000
415.0239868,430.5400085,412.4710083,430.5400085,430.5400085,1439040000
430.1610107,493.0580139,417.4129944,492.9410095,492.9410095,2519360000
493.1600037,526.4699707,482.6589966,492.7349854,492.7349854,2419249920
492.5799866,512.0239868,488.2789917,501.4779968,501.4779968,1519079936
502.8800049,531.7020264,502.8800049,531.7020264,531.7020264,1726089984
532.0739746,534.1970215,500.25,511.1470032,511.1470032,1758979968
511.144989,518.0310059,502.5639954,502.8940125,502.8940125,1760359936
503.3089905,525.09198,503.0450134,524.7890015,524.7890015,1762940032
524.0380249,567.8889771,523.2620239,567.8889771,567.8889771,2256869888
567.9890137,618.7150269,560.28302,615.7180176,615.7180176,2849469952
616.0040283,621.8880005,578.5499878,605.3950195,605.3950195,2612460032
606.1190186,640.7670288,593.8690186,621.8599854,621.8599854,2426269952
621.1989746,646.7000122,621.0349731,642.5479736,642.5479736,2386830080
643.3980103,708.875,643.3980103,708.15802,708.15802,3581860096
707.0620117,707.0620117,600.2119751,615.4160156,615.4160156,4216140032
618.0789795,663.1810303,604.007019,662.809021,662.809021,2984009984
662.1090088,684.867981,647.0319824,647.0319824,647.0319824,2598129920
644.6459961,691.4420166,644.6459961,683.6779785,683.6779785,2496659968
683.9119873,697.7559814,670.5130005,688.8809814,688.8809814,2740559872
689.7609863,694.4390259,666.1170044,669.9240112,669.9240112,2853100032
670.4630127,674.4030151,637.539978,673.6129761,673.6129761,2678960128
674.0750122,688.84198,667.4199829,687.1489868,687.1489868,2822269952
686.5910034,784.3410034,686.5910034,779.5430298,779.5430298,4210939904
776.7750244,803.7459717,762.632019,785.6240234,785.6240234,3533410048
784.5830078,827.4550171,784.2369995,816.1199951,816.1199951,3035040000
816.0880127,835.0570068,764.8829956,792.3109741,792.3109741,3105570048
793.3389893,795.7579956,710.1779785,753.7249756,753.7249756,4316120064
755.0089722,774.2490234,728.1290283,752.8569946,752.8569946,2920489984
752.9019775,759.5289917,718.4719849,752.2750244,752.2750244,2877870080
752.5789795,766.7479858,726.6640015,727.2769775,727.2769775,2748950016
727.0130005,736.9769897,669.8250122,679.5859985,679.5859985,3290080000
679.8770142,691.4110107,644.065979,686.0479736,686.0479736,2668480000
687.1749878,741.3120117,675.3189697,733.4959717,733.4959717,2362500096
732.7329712,742.1699829,695.7919922,730.5490112,730.5490112,3005110016
731.1430054,739.052002,700.9949951,708.8709717,708.8709717,2523069952
708.0869751,710.2000122,682.5410156,707.0499878,707.0499878,2476130048
708.7180176,718.8330078,668.8339844,672.6569824,672.6569824,2350619904
672.1019897,695.0310059,663.809021,694.3670044,694.3670044,2305740032
695.0720215,715.5780029,686.7910156,696.5300293,696.5300293,2021549952
697.9229736,723.7529907,692.6690063,715.3690186,715.3690186,2156910080
717.1929932,719.2780151,692.4940186,699.2219849,699.2219849,2005170048
700.1779785,700.9760132,644.026001,647.7410278,647.7410278,2230469888
646.6699829,651.6359863,572.9520264,583.585022,583.585022,2995429888
584.5360107,610.8179932,557.2059937,601.7550049,601.7550049,2791099904
602.1400146,617.1859741,575.6240234,586.7340088,586.7340088,2110919936
587.4260254,606.1749878,583.5120239,587.2800293,587.2800293,1694300032
588.5200195,590.3280029,562.8660278,572.6680298,572.6680298,1788790016
573.0449829,576.0490112,512.552002,516.0360107,516.0360107,2356900096
516.1480103,572.2639771,516.1480103,565.3880005,565.3880005,2330820096
566.8300171,583.1359863,545.4310303,559.5900269,559.5900269,2053970048
558.4970093,585.5380249,557.065979,577.6450195,577.6450195,1985040000
578.6719971,589.0930176,567.664978,580.0430298,580.0430298,1945890048
580.4290161,597.0770264,577.3220215,591.8079834,591.8079834,1880390016
591.2589722,624.5130005,591.2589722,618.3289795,618.3289795,1832550016
619.4370117,623.4290161,583.7470093,592.9849854,592.9849854,1903430016
593.4060059,611.3300171,580.9819946,609.3029785,609.3029785,1844269952
610.2620239,611.6430054,596.3959961,607.1240234,607.1240234,1756530048
607.6870117,616.1439819,601.6929932,605.1870117,605.1870117,1880140032
605.4429932,608.8109741,595.5930176,601.0770264,601.0770264,1637779968
600.9050293,608.5830078,597.5620117,597.5620117,597.5620117,1519309952
594.3449707,594.3449707,511.8890076,526.4790039,526.4790039,2234880000
524.8569946,536.8579712,515.2689819,533.2839966,533.2839966,1982119936
532.710022,538.9550171,491.2349854,496.8429871,496.8429871,1932760064
498.0180054,501.9049988,459.0039978,477.493988,477.493988,2080130048
478.381012,523.5449829,467.4660034,519.7420044,519.7420044,2458650112
520.4799805,521.3049927,487.4689941,491.0039978,491.0039978,1808269952
490.4140015,503.2229919,488.8510132,499.6419983,499.6419983,1314109952
499.4599915,507.6409912,498.6480103,500.447998,500.447998,1264870016
499.3829956,521.7960205,494.0660095,518.8909912,518.8909912,1513869952
519.0230103,542.3530273,516.3120117,537.9569702,537.9569702,1726569984
538.5059814,541.0150146,519.3690186,536.2680054,536.2680054,1596290048
536.4470215,543.71698,524.2589722,527.3670044,527.3670044,1462070016
527.1939697,527.1939697,456.8770142,465.8169861,465.8169861,2226030080
466.2739868,479.1289978,462.3930054,474.519989,474.519989,1651379968
474.7680054,475.3590088,426.4689941,457.6719971,457.6719971,2490579968
455.9360046,470.3439941,448.8959961,460.3099976,460.3099976,4007950080
460.7330017,461.2130127,432.7720032,432.7720032,432.7720032,1356560000
432.243988,444.2430115,424.8389893,442.3649902,442.3649902,1368940032
442.2900085,443.6180115,419.6830139,422.3649902,422.3649902,1360790016
422.5870056,441.7929993,407.946991,436.0090027,436.0090027,1564499968
436.2090149,458.7969971,436.2090149,455.1799927,455.1799927,1475939968
455.2420044,457.1390076,446.3850098,453.9179993,453.9179993,1511730048
453.8240051,479.1300049,447.1109924,475.3469849,475.3469849,1625789952
475.3859863,483.8540039,462.5820007,464.1950073,464.1950073,1683939968
464.151001,481.4360046,455.1849976,467.3179932,467.3179932,1549769984
467.2869873,483.2250061,464.6289978,474.4119873,474.4119873,1828610048
474.3569946,479.6520081,457.6149902,474.0119934,474.0119934,1627609984
474.0570068,491.6600037,466.8359985,491.6600037,491.6600037,1358360064
492.0679932,503.1990051,488.4169922,489.118988,489.118988,1344560000
488.8779907,490.8519897,475.1749878,476.6820068,476.6820068,1533799936
476.1619873,478.3179932,433.9599915,434.4240112,434.4240112,1789069952
434.5150146,447.3160095,429.5069885,446.5180054,446.5180054,1422470016
446.5020142,446.5020142,422.8099976,430.0740051,430.0740051,1495440000
430.7409973,442.3630066,430.7409973,434.0270081,434.0270081,1489670016
434.5109863,439.4339905,431.473999,436.0859985,436.0859985,1235820032
435.8829956,454.0010071,433.92099,449.8500061,449.8500061,1350160000
450.4249878,480.6579895,446.7980042,480.6579895,480.6579895,1858680064
480.0769958,508.7799988,468.9150085,501.0020142,501.0020142,2288100096
500.8380127,513.4329834,474.3590088,480.5130005,480.5130005,2371559936
480.6279907,483.2399902,465.1419983,469.618988,469.618988,2068739968
469.3070068,469.3070068,443.6929932,450.697998,450.697998,1821350016
450.6789856,468.0830078,445.776001,462.4360046,462.4360046,1504310016
462.4379883,470.8980103,458.118988,459.6570129,459.6570129,1338589952
459.4389954,469.7659912,449.7279968,450.8529968,450.8529968,1596999936
451.1359863,481.1419983,450.5650024,479.3729858,479.3729858,2287520000
479.9060059,482.8680115,466.473999,472.4930115,472.4930115,1930780032
472.3309937,483.6960144,461.4240112,464.0369873,464.0369873,1621560064
464.0090027,473.2219849,458.2909851,469.6659851,469.6659851,1734259968
469.678009,471.5939941,462.9890137,466.8980103,466.8980103,1531890048
466.9150085,470.3559875,462.7120056,466.6650085,466.6650085,1631910016
466.8269958,467.9519958,448.6409912,457.0809937,457.0809937,2141590000
457.2449951,457.2449951,430.4440002,433.8670044,433.8670044,1820680000
433.868988,435.4570007,410.4639893,420.7470093,420.7470093,1888060000
420.8059998,425.0339966,410.3089905,412.6210022,412.6210022,1569300000
412.5669861,420.5490112,399.9100037,418.2619934,418.2619934,1722340000
418.2369995,420.1860046,403.776001,407.2520142,407.2520142,1466540000
407.3460083,413.7160034,402.4320068,410.5159912,410.5159912,1396820000
410.5669861,414.5400085,403.3150024,406.6579895,406.6579895,1384880000
406.8009949,411.4049988,376.0769958,380.2149963,380.2149963,1828350000
379.8919983,380.67099,353.7340088,356.6130066,356.6130066,2016080000
356.9710083,370.9460144,353.6140137,365.5880127,365.5880127,1616610000
365.776001,367.0450134,329.5859985,334.1759949,334.1759949,1699400000
334.2640076,334.2640076,308.4880066,322.1119995,322.1119995,1790370000
320.822998,328.5899963,318.6019897,319.5700073,319.5700073,1625420000
320.2099915,323.5509949,284.9339905,286.4949951,286.4949951,1751190000
286.3649902,286.3649902,254.6499939,278.9320068,278.9320068,2137850000
280.3869934,303.5899963,280.118988,282.3640137,282.3640137,1878150000
282.7409973,298.4760132,280.928009,288.04599,288.04599,1552970000
287.6830139,316.1700134,287.3460083,315.7290039,315.7290039,1995460000
316.7909851,320.4460144,286.5509949,295.8120117,295.8120117,1764020000
295.6700134,307.0979919,291.3320007,300.8340149,300.8340149,1447910000
301.381012,304.3720093,273.5109863,274.3150024,274.3150024,1413790000
273.3309937,285.9700012,273.3309937,281.9440002,281.9440002,1164120000
281.9679871,297.4859924,264.9979858,271.3410034,271.3410034,1507660000
271.7479858,279.54599,271.0899963,277.1040039,277.1040039,1271160000
278.1109924,283.302002,273.8599854,282.9670105,282.9670105,1450170000
283.2810059,283.5150146,278.4710083,279.6459961,279.6459961,1208360000
279.5249939,279.5249939,272.4440002,275.196991,275.196991,1206650000
275.3500061,285.6029968,273.6499939,285.6029968,285.6029968,1406790000
286.6489868,297.3999939,283.571991,296.4989929,296.4989929,1513350000
296.1629944,297.0710144,287.2869873,289.3120117,289.3120117,1474460000
289.7529907,291.2430115,275.2109985,284.105011,284.105011,1513100000
284.1199951,284.5509949,278.5130005,283.0039978,283.0039978,1411910000
283.4960022,301.1440125,283.4960022,295.3410034,295.3410034,1546630000
295.4530029,298.6860046,290.9259949,294.3710022,294.3710022,1321050000
295.1809998,295.5910034,287.4320068,289.2590027,289.2590027,1394490000
289.2969971,291.5799866,284.2550049,285.7229919,285.7229919,1554870000
286.0450134,288.1629944,232.3309937,232.3309937,232.3309937,2390390000
231.647995,231.7550049,218.1230011,230.2149963,230.2149963,2097310000
229.5350037,233.8959961,217.0749969,217.2030029,217.2030029,1678260000
217.9120026,220.3670044,193.2590027,197.951004,197.951004,1517200000
198.3849945,207.6660004,188.3059998,196.923996,196.923996,1585980000
197.8509979,201.8829956,189.5839996,197.0789948,197.0789948,1502960000
198.177002,198.5059967,180.595993,185.0659943,185.0659943,1568900000
185.4230042,185.5870056,170.2570038,183.3309937,183.3309937,1874850000
183.6790009,214.0019989,183.6790009,211.3540039,211.3540039,2330720000
212.6690063,222.7940063,204.8710022,211.7489929,211.7489929,2232190000
209.8139954,226.6040039,209.6060028,223.0740051,223.0740051,1670490000
222.8029938,222.8029938,211.1179962,220.5890045,220.5890045,1502260000
221.5820007,224.2610016,195.3079987,197.875,197.875,2019910000
197.0950012,213.3569946,195.9340057,209.9750061,209.9750061,1800640000
209.4720001,213.8710022,201.6560059,209.9689941,209.9689941,1733330000
210.2879944,224.8179932,207.7890015,224.5910034,224.5910034,1782070000
225.2510071,248.3880005,221.5670013,246.5839996,246.5839996,2836200000
247.3370056,251.1959991,233.8099976,240.4799957,240.4799957,1921820000
240.9920044,247.4640045,237.8569946,244.3300018,244.3300018,1693470000
244.8439941,245.1080017,227.4900055,228.7299957,228.7299957,1748740000
228.3269958,228.3269958,206.4900055,218.5050049,218.5050049,2120360000
218.6470032,221.4369965,209.1130066,215.8470001,215.8470001,1756100000
215.4400024,230.6069946,212.654007,228.4940033,228.4940033,2030320000
229.0410004,231.7480011,218.6690063,222.4019928,222.4019928,2018120000
221.7050018,234.0140076,216.0780029,231.6349945,231.6349945,2208720000
231.3289948,236.9859924,228.4450073,232.8480072,232.8480072,1765560000
233.2200012,234.1450043,226.9450073,230.7680054,230.7680054,1597500000
231.1000061,231.1670074,225.8379974,227.1809998,227.1809998,1542080000
226.4069977,226.4579926,213.970993,220.4889984,220.4889984,1683930000
220.4459991,226.147995,220.0899963,222.2180023,222.2180023,1479500000
222.2669983,228.3190002,220.9570007,227.6009979,227.6009979,1547330000
227.552002,227.9259949,224.2460022,225.1199951,225.1199951,1505070000
225.4349976,226.3699951,222.9960022,226.1190033,226.1190033,1470480000
226.5090027,230.7649994,224.5570068,229.2550049,229.2550049,1470740000
229.7100067,230.1609955,226.401001,227.9819946,227.9819946,1405130000
227.6150055,227.7070007,224.4949951,225.7689972,225.7689972,1384040000
225.6100006,225.6100006,189.2830048,189.4989929,189.4989929,2167620000
188.7070007,199.401001,188.7070007,196.727005,196.727005,1487900000
196.3639984,201.279007,196.3639984,199.8410034,199.8410034,1167610000
199.6909943,201.8269958,195.2429962,195.7149963,195.7149963,1169260000
195.2700043,222.1179962,194.1589966,209.7039948,209.7039948,2865830000
209.628006,212.1730042,207.9839935,210.1199951,210.1199951,1532280000
210.2169952,211.125,205.9279938,207.0829926,207.0829926,1444130000
207.404007,208.4700012,201.7429962,203.352005,203.352005,1365860000
203.2570038,204.6629944,201.8439941,203.727005,203.727005,1264480000
203.5149994,206.2220001,203.0850067,205.4299927,205.4299927,1238780000
205.3899994,208.1549988,204.6210022,205.1419983,205.1419983,1190300000
205.173996,206.9320068,203.3769989,204.0440063,204.0440063,1328980000
204.0160065,205.151001,201.9109955,204.3359985,204.3359985,1237490000
204.1269989,205.5809937,203.3540039,203.852005,203.852005,1102220000
203.8679962,204.1320038,201.822998,202.7189941,202.7189941,1102900000
202.3359985,204.7799988,201.5509949,203.3289948,203.3289948,1161310000
203.3560028,206.0820007,203.1260071,204.2100067,204.2100067,1084810000
204.5099945,205.9190063,203.522995,205.3659973,205.3659973,1139140000
205.173996,205.5970001,195.7339935,197.246994,197.246994,1517230000
197.2030029,198.121994,196.3509979,197.5559998,197.5559998,1363500000
197.6490021,198.3379974,196.5310059,197.3809967,197.3809967,1442380000
197.5370026,203.7539978,197.3280029,198.871994,198.871994,1336700000
198.9819946,201.2689972,198.7550049,200.6349945,200.6349945,1451870000
200.7400055,200.7400055,199.5249939,200.1860046,200.1860046,1307150000
200.1580048,211.2720032,198.9859924,207.4859924,207.4859924,1749300000
207.1000061,210.8190002,206.572998,209.0910034,209.0910034,1613510000
209.473999,218.4519958,207.8939972,218.4519958,218.4519958,1856940000
218.8990021,221.6519928,216.7960052,217.1829987,217.1829987,1927830000
217.3269958,218.3379974,212.1990051,212.2310028,212.2310028,1769080000
211.9869995,213.3159943,209.5149994,210.0740051,210.0740051,1554750000
209.9750061,213.8569946,209.8049927,212.5330048,212.5330048,1377760000
212.4790039,212.9989929,208.8679962,211.3399963,211.3399963,1501600000
211.5130005,212.6230011,208.923996,210.4179993,210.4179993,1452380000
210.1490021,210.5149994,206.1349945,206.826004,206.826004,1610260000
206.5339966,207.0449982,174.0839996,181.3970032,181.3970032,2595330000
181.8990021,184.2510071,170.1889954,180.8059998,180.8059998,2638410000
180.8650055,181.3500061,173.1260071,175.177002,175.177002,2015330000
175.3600006,175.8509979,172.8690033,174.0010071,174.0010071,1832800000
174.1750031,179.1519928,174.1750031,177.0670013,177.0670013,1810920000
177.1790009,177.1790009,147.8509979,149.1750031,149.1750031,2745160000
148.8110046,151.253006,126.3600006,130.3390045,130.3390045,3134410000
131.1419983,138.8899994,125.7580032,136.701004,136.701004,2685930000
136.8110046,137.7400055,126.7060013,126.7060013,126.7060013,1792150000
126.4189987,127.0279999,119.5589981,123.2959976,123.2959976,1998010000
123.3040009,126.788002,110.8249969,113.4940033,113.4940033,1800960000
113.1259995,118.8809967,101.7699966,116.4499969,116.4499969,2466750000
116.3430023,118.2009964,104.8929977,108.3349991,108.3349991,2139490000
107.913002,111.8420029,102.4520035,110.0100021,110.0100021,2320010000
110.197998,126.0479965,110.197998,122.4380035,122.4380035,2673470000
122.72155,123.2297211,115.2976913,117.5426483,117.5426483,2196099151
117.728096,119.4237671,111.7449646,113.1714172,113.1714172,2020748396
113.3977585,120.8414536,111.6191254,118.6355591,118.6355591,2131475768
118.2681503,120.5620499,116.092041,116.3889008,116.3889008,1856199149
116.3787613,116.6190643,107.415657,108.9250183,108.9250183,1772756193
108.8031616,113.1429138,107.4027176,110.2141876,110.2141876,1748116495
110.3355179,110.5986099,102.4755554,102.4755554,102.4755554,1990157607
102.450592,104.1034927,91.76105499,91.76105499,91.76105499,2310716932
91.64983368,96.08984375,83.46971893,93.29456329,93.29456329,2554304530
93.41007996,97.05988312,86.82566833,92.15963745,92.15963745,1855759401
92.03543091,98.90003204,91.03128052,95.14205933,95.14205933,1875567180
94.99217224,96.25730133,90.6542511,91.68565369,91.68565369,1756437577
91.57893372,92.78232574,87.6884079,88.94530487,88.94530487,1707497898
88.61070251,92.24055481,88.26355743,90.59329987,90.59329987,1533050103
90.65522766,91.11160278,85.51831055,86.53931427,86.53931427,1754475622
86.63035583,87.14494324,83.22647858,84.3082962,84.3082962,1651491877
84.2796936,85.34274292,82.82988739,84.44081116,84.44081116,1496176898
84.46940613,87.56812286,84.46940613,85.26210022,85.26210022,1565817037
85.3821106,96.80505371,85.3821106,95.13382721,95.13382721,2101453024
95.10803986,101.3202362,92.96852112,101.1124573,101.1124573,2277514076
